"site","param","tau","slope","intercept","fall_n","spring_n","summer_n","winter_n","df","test_stat_chi","test_stat_z","p_value_chi","p_value_z","slope_lcl","slope_ucl"
"USGS-03085000","PH",0.493091042058043,0.0166666666666666,-25.8416666666666,88,83,86,80,3,0.540793871634094,13.3197986333676,0.909841999306071,1.77585831796734e-40,0.0142857142857143,0.0181818181818182
"USGS-03085000","SO4_DISS",-0.236339353167608,-0.782608695652174,1466.85884208384,73,77,78,76,3,3.77621707128033,-6.07748898714559,0.286664630237879,1.2207906212745e-09,-1.03125,-0.541666666666667
"USGS-03085000","SPCOND",0.0900980961487786,0.878048780487805,-1674.2567809919,87,83,85,80,3,1.77386168976784,2.40395216852658,0.620639375663964,0.0162188952497194,0.142857142857143,1.60415323340887
"USGS-03085000","TALK",0.612428824253617,0.666666666666667,-1322.56818181818,73,77,77,77,3,0.487724313589496,15.6746626797298,0.921579930263037,2.25418537168133e-55,0.611111111111111,0.722222222222222
"USGS-03085000","TDS",0.0832768880637404,0.565152801358234,-1146.70796568627,77,82,83,80,3,2.76081511505741,2.1805305322955,0.429991133537882,0.0292181581448827,0.0412285250746395,1.05067080988572
"USGS-03085000","TEMP",0.00761445894517286,0,11,85,82,83,79,3,1.31872631975435,0.213401526634451,0.724691202633406,0.831013789847458,-0.0235294117647059,0.0323529411764706
"USGS-03085000","TN",-0.346660041193803,-0.0128205128205128,26.9585057471264,75,79,82,75,3,1.42235638401569,-9.02215454460127,0.700302739760224,1.84425806228396e-19,-0.0157894736842105,-0.01
"USGS-03085000","TP",-0.318361942432485,-0.000931034482758621,1.97301597051597,77,82,80,80,3,3.01804292475052,-8.34306673541953,0.38885166925348,7.23882870577894e-17,-0.00114385167417251,-0.000666666666666667
"WQN0104","FE_TOT",-0.050740215010328,-0.590909090909091,1409.75107758621,92,93,87,90,3,1.67394097851249,-1.41332063609913,0.642742767552376,0.157561469047274,-1.66666666666667,0.222222222222222
"WQN0104","SPCOND",0.165556696144591,0.363636363636364,-497.758888888889,91,92,86,88,3,3.20941312089435,4.64163139497254,0.360450946133649,3.45669099263897e-06,0.210526315789474,0.5
"WQN0104","TEMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0105","FE_TOT",-0.236240762289221,-5.125,8970.21428571429,94,95,96,101,3,8.84214373861685,-6.82077534209483,0.0314649904131387,9.0550453929237e-12,-6.85714285714286,-3.58823529411765
"WQN0105","SPCOND",0.283153717931111,2.29166666666667,-4431.325,91,89,89,94,3,5.95224578574444,7.92635051172407,0.113956827473563,2.25680019917023e-15,1.78947368421053,2.77777777777778
"WQN0105","TEMP",0.00826245577626793,0,-3.27477941176505,89,92,89,92,3,2.02466702411165,0.21096942514529,0.567302789024256,0.832911129586795,-0.0250382921136795,0.0329419593229659
"WQN0110","FE_TOT",-0.253074337626469,-5.52631578947368,11508.3645833333,0,89,0,90,1,0.476754069130468,-4.97800494720425,0.489896280327166,6.42430146304745e-07,-7.88888888888889,-3.6
"WQN0110","MN_TOT",-0.523603603603604,-3.75,7639.5409035409,0,75,0,75,1,0.00264942544467317,-9.40469022893448,0.958948958974901,5.21836910791077e-21,-4.62259911822809,-2.8732908410194
"WQN0110","SPCOND",0.177524809757422,2.4027027027027,-4272.61438811844,0,88,0,89,1,2.7237082857959,3.4641902749116,0.0988680789543948,0.000531830184478524,1.11764705882353,3.64786223293323
"WQN0110","ZN_TOT",-0.537790554818419,-2.16666666666667,4562.26551724138,0,64,0,69,1,3.69201510515228,-9.13847812959682,0.0546735250905013,6.33373396302097e-20,-3,-1.5
"WQN0111","FE_TOT",-0.0565296310132369,-1.47597254004577,3566.59732972136,91,93,86,90,3,1.5146217356756,-1.60231879913171,0.678899776473843,0.109085130653365,-3.22222222222222,0.351982912618651
"WQN0111","MN_TOT",-0.305337398588206,-3.2,6490.61904761905,74,78,74,75,3,11.3943130132284,-7.82089115845008,0.009774030370167,5.24506813854795e-15,-4.16666666666667,-2.33333333333333
"WQN0111","SPCOND",-0.0963063056986798,-1.25,3332.3199352548,91,92,88,87,3,3.77580989774241,-2.66344149404447,0.28671241126376,0.00773458606084057,-2.1895680582925,-0.3125
"WQN0111","ZN_TOT",-0.410570280630547,-1,2180.08333333333,61,70,0,71,2,5.71227487513103,-8.66071932061389,0.0574903921855516,4.68796541892159e-18,-1.30769230769231,-0.788230313238171
"WQN0111","TEMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0113","AL_TOT",-0.167214428083993,-1.59289215686275,3383.0677688172,78,75,73,73,3,3.54200589573531,-4.28329073663631,0.31535482362114,1.84149291338549e-05,-2.5,-0.862050000062966
"WQN0113","FE_TOT",-0.200585101743916,-5.28571428571429,10380.59375,97,99,95,99,3,17.2406444199703,-5.90334875607139,0.000630597364399299,3.56196171739985e-09,-7.23366006784645,-3.58510355395066
"WQN0113","MN_TOT",-0.405236296493749,-15,30376.2307692308,78,78,71,74,3,3.37428817859973,-10.3472292769802,0.337436225922796,4.30772056293688e-25,-18.18775719422,-12.0341934894773
"WQN0113","SPCOND",-0.110576128508499,-1.58578431372549,4098.1,94,91,91,90,3,1.94020503564981,-3.13113727211554,0.584909650318829,0.00174130746415408,-2.66666666666667,-0.5
"WQN0113","TEMP",-0.0252672256761447,-0.0111111111111111,23.9798076923077,92,93,90,92,3,2.8914115708477,-0.698000459945251,0.408672153888994,0.485176906424007,-0.047665523758743,0.0222222222222223
"WQN0113","ZN_TOT",-0.436367840285751,-1.25,2341.16069518717,67,73,0,68,2,2.41624897691919,-9.23112578927437,0.298757076657763,2.67802207591919e-20,-1.525,-0.978529246319038
"WQN0115","FE_TOT",-0.213500924251067,-3.23076923076923,7874.80492424242,94,98,95,92,3,4.47839349478077,-6.12213184564383,0.214225654178891,9.2331570947088e-10,-4.25,-2.2
"WQN0115","SPCOND",0.24871918584394,5.89473684210526,-9741.82352941176,93,99,95,91,3,13.8081353956607,7.20996947302245,0.00317829423907001,5.59644219198364e-13,4.33333333333333,7.27272727272727
"WQN0115","TEMP",-0.039961071271265,-0.0165714285714286,96.2900877192985,78,84,79,78,3,7.30489266079595,-1.08959613000496,0.0627893112653308,0.275891088575672,-0.0549972865042436,0.00965442386323969
"WQN0116","FE_TOT",-0.188337176213053,-3.31009615384615,6449.83823529412,68,72,70,71,3,1.79334409413059,-4.61929492727694,0.616384405612025,3.85046226625515e-06,-4.66666666666667,-2
"WQN0116","SPCOND",0.362687567780735,3.25,-7545.41193181818,0,71,70,69,2,0.0826722270294127,7.69614677299105,0.95950657261639,1.40230725514877e-14,2.5,4
"WQN0116","TEMP",0.0260212097407698,0.0141885964912281,33.5119285714286,0,68,65,0,1,3.07828372715844,0.394819179314182,0.0793442123764487,0.692976339418185,-0.062,0.0895414098524436
"WQN0117","FE_TOT",-0.275046243281552,-5.30769230769231,10382.7502990431,99,98,97,99,3,2.76121142294464,-8.04384164247198,0.429925074747816,8.70650169112284e-16,-7,-3.83592570061574
"WQN0117","SPCOND",0.142583514833498,0.96396103896104,-1382.5283669141,94,91,91,90,3,10.7900782611595,3.97374013349789,0.0129168851643611,7.07527558444118e-05,0.466666666666667,1.41951019522784
"WQN0117","TEMP",0.0906276529852596,0.039498746867168,-72.1658274220033,91,90,86,90,3,1.42834325161573,2.53708626473536,0.698904571218663,0.011177940639911,0.0029964932917221,0.06875
"WQN0121","FE_TOT",-0.234089245467218,-5.66666666666667,10924.1875,91,94,90,92,3,3.12528602152864,-6.57624146679327,0.372708995525367,4.82488781841638e-11,-7.52087817313685,-4
"WQN0121","SPCOND",0.250289322529887,4.07142857142857,-7414.08675595238,91,94,90,92,3,9.43326560881247,7.09947003841194,0.0240520031540608,1.2523619137526e-12,2.91666666666667,5.15638093210391
"WQN0121","TEMP",0.0879075172977129,0.0415151515151515,-65.9675868910783,87,89,87,89,3,1.60320415877134,2.43476824977472,0.658663516602537,0.0149013301304814,0,0.0803596288147304
"WQN0123","FE_TOT",-0.279553886057428,-5.09838709677419,10918.5568181818,95,99,93,95,3,0.411788562491211,-8.05662037958646,0.937796631016187,7.84327512214092e-16,-6.54202383651448,-3.88515449602025
"WQN0123","MN_TOT",-0.480379156339622,-2,4107.84821428571,74,81,74,78,3,3.92525875074227,-12.3893163650504,0.269648759300855,2.98577806942312e-35,-2.26086956521739,-1.73532129869472
"WQN0123","SPCOND",0.0431546338965694,0.41421568627451,-613.380952380952,94,97,92,92,3,0.688345677106017,1.24441919451009,0.875941680059852,0.213345322142913,-0.25,1.06666666666667
"WQN0123","TEMP",-0.00611376063921685,0,21.6688236215539,92,97,93,90,3,5.06076423645679,-0.212363011771368,0.167401379938333,0.831823839973267,-0.0347448885490114,0.026261566762888
"WQN0123","ZN_TOT",-0.495465387056371,-2.8,5888.7181372549,72,78,0,74,2,0.406040324073217,-10.8600458750718,0.816261783759734,1.78659433791172e-27,-3.18039714216699,-2.35550263029564
"WQN0125","AL_TOT",-0.0575812431702888,-0.901913875598086,1820.94444444444,60,66,59,60,3,2.22274175085488,-1.26630536817653,0.527482857606529,0.205403775791213,-3,0.5
"WQN0125","FE_TOT",-0.175531707657938,-2.375,4595.45833333333,99,103,99,97,3,4.41599852819831,-5.1333269844051,0.219906528940214,2.84664713711162e-07,-3.26666666666667,-1.5
"WQN0125","MN_TOT",-0.568398797638654,-3.52380952380952,7195.58,74,82,76,72,3,2.10546995598813,-14.4977448777518,0.550806946894244,1.25195861718947e-47,-3.90909090909091,-3.14285714285714
"WQN0125","SPCOND",-0.0504113639314028,-0.161290322580645,800.099375087278,98,101,98,95,3,7.03879715315019,-1.43135587567207,0.0706714023394716,0.152328247551614,-0.440701799452767,0
"WQN0125","TEMP",0.0361467006938471,0.0142857142857143,-10.1452976190476,89,94,92,89,3,4.25679300066858,0.978913897619282,0.235036983040068,0.327622524719922,-0.014074074074074,0.0482142857142858
"WQN0125","ZN_TOT",-0.450599515380241,-4.08,8276.90864527629,71,77,72,67,3,3.26812052349916,-11.1362518912198,0.352104377471771,8.35625608771816e-29,-4.71854082757187,-3.5
"WQN0126","FE_TOT",-0.140573268506842,-1.51787994891443,2369.72514619883,70,0,72,74,2,2.65483237337923,-3.00576928425448,0.265161504765879,0.00264909915209206,-2.62619777007549,-0.523432585814751
"WQN0126","SPCOND",0.390548900881927,0.833333333333333,-1510.52602108037,70,0,72,72,2,1.95203787613175,8.38673877066749,0.376808213656576,4.9981396263865e-17,0.666666666666667,1.03333333333333
"WQN0126","TEMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0137","FE_TOT",-0.265353528284741,-2.1,4706.64033882784,72,76,73,74,3,0.154168844373359,-6.67319468943879,0.984624968824834,2.50293988093452e-11,-2.89473684210526,-1.47619047619048
"WQN0137","SPCOND",0.454544542206042,2.56521739130435,-4947.04166666667,71,74,72,70,3,2.97396367944154,11.2764634444668,0.395656909343135,1.71502816242492e-29,2.18356884430598,2.95652173913043
"WQN0137","TEMP",0.0430520865062443,0.011010101010101,-29.2269230769231,68,0,71,71,2,5.28913530946476,0.875983314220776,0.0710360592055053,0.381039104798073,-0.0199999999999999,0.05
"WQN0138","FE_TOT",-0.317543322824425,-1.86206896551724,3625.61773968785,68,74,72,73,3,2.32940085797453,-7.87823062297502,0.506911893855115,3.32049432379628e-15,-2.4,-1.4
"WQN0138","SPCOND",0.552178756128542,1.87138130686518,-3633.10483047386,72,73,70,71,3,0.427089155100447,13.6876899001342,0.934591375570032,1.20272541912472e-42,1.65,2.11111111111111
"WQN0138","TEMP",-0.00600935476876375,0,30.81625,69,0,69,73,2,3.37704600148827,-0.148318561059653,0.18479226055889,0.882091367757647,-0.0387416886186991,0.0325000000000001
"WQN0139","FE_TOT",-0.168794188312609,-1.18181818181818,2653.525,74,76,74,70,3,5.64916856576928,-4.25951820686641,0.129983970945785,2.04868011887265e-05,-1.80769230769231,-0.626913270657142
"WQN0139","SPCOND",0.158931399228203,0.19047619047619,-328.198051948052,74,74,73,67,3,1.45702864255763,3.91880672253861,0.692223005567658,8.89884355207944e-05,0.0952380952380952,0.291666666666667
"WQN0139","TEMP",0.027111554549292,0.00629120879120879,16.2410837438424,69,0,70,67,2,3.21742735267435,0.578978622102301,0.200144899683842,0.562603598017199,-0.0227272727272727,0.0473684210526316
"WQN0142","FE_TOT",-0.188234455190977,-2.49193548387097,6556.84226190476,73,75,76,75,3,8.94206614735289,-4.78503299976744,0.0300711481360101,1.70959241937467e-06,-3.66666666666667,-1.39833090422276
"WQN0142","SPCOND",0.538433145009416,1.51431451612903,-2841.52190827191,73,73,76,73,3,8.12927397860253,13.5926658707376,0.0434142053683174,4.42658490544965e-42,1.35714285714286,1.6875
"WQN0142","TEMP",-0.0321593915343915,0,13.2825,0,0,73,71,1,0.349822368055647,-0.554877429422855,0.554213700423667,0.578978501026795,-0.0356495401785466,0.01497798022956
"WQN0147","FE_TOT",-0.0395935058134244,-0.462912087912088,992.55,75,76,74,71,3,3.80532628553954,-0.963469018068367,0.283267201975486,0.335312204847357,-1.61125168590665,0.514733947062362
"WQN0147","SPCOND",0.229535710387239,0.5,-918.625,74,76,73,69,3,0.772674713604268,5.7721587935654,0.85599108785337,7.82623088530161e-09,0.325,0.642857142857143
"WQN0147","TEMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0149","FE_TOT",-0.14901084251031,-1.596875,4474.77941176471,74,76,78,80,3,0.229256879533777,-3.83089537897182,0.972733513820371,0.000127677789422201,-2.55555555555556,-0.789743149920905
"WQN0149","SPCOND",0.512529791068982,5.78125,-11589.0171783626,71,70,73,75,3,0.615939778183133,12.7675779806977,0.892773826254925,2.48775613514903e-37,5.120450524089,6.47912040535006
"WQN0150","FE_TOT",-0.217810829704957,-3.12820512820513,6314.5625,75,75,83,81,3,3.03067495599424,-5.59548529911922,0.38691983932643,2.20005490532862e-08,-4.33333333333333,-2
"WQN0150","SPCOND",0.475294233835463,5.2,-10228.75,71,70,73,76,3,0.189637340104724,11.8621356044267,0.979244591063788,1.86165313992019e-32,4.60507196614659,6
"WQN0204","FE_TOT",-0.101284150935483,-5.5,16555.875,97,95,89,92,3,8.16241948807476,-2.87612789540474,0.0427715791896719,0.00402586553732567,-9.5,-1.88123590786232
"WQN0204","SPCOND",0.451042850193784,3.375,-6409.03046630094,87,86,83,86,3,1.94058721052753,12.2445939735243,0.584829155906221,1.79573504504183e-34,3,3.78317410089148
"WQN0204","TEMP",0.0136391011702603,0.0047809523809524,11.298420112782,92,88,84,88,3,6.73270198248657,0.442986870832304,0.0809234915865356,0.657775231206456,-0.025,0.0384615384615385
"WQN0206","FE_TOT",-0.284768741241816,-9.51086956521739,19610.95,79,77,72,75,3,5.37720337891086,-7.2979119577883,0.14617050063334,2.92267770643289e-13,-12.4127515714811,-7
"WQN0206","SPCOND",0.324502783700545,3.55086206896552,-7110.28135605204,73,68,68,71,3,0.93752010061921,7.95754205905498,0.81636518715523,1.7549047792235e-15,2.75,4.3125
"WQN0206","TEMP",0.0265221522470901,0.00761904761904763,12.574181547619,72,73,69,72,3,13.6972294996131,0.683258489523543,0.0033476299737043,0.494443519342666,-0.0214285714285714,0.0477118827914087
"WQN0210","FE_TOT",-0.163887336584705,-5.66666666666667,13385.4927055703,112,112,115,109,3,6.91508991343086,-5.15291451889374,0.0746539566732263,2.56468889810274e-07,-7.875,-3.33333333333333
"WQN0210","SPCOND",0.263958512635283,1.72222222222222,-3007.59740155678,106,104,110,99,3,4.61947532739843,7.98993702505031,0.201877741821023,1.35007700767746e-15,1.33333333333333,2.11764705882353
"WQN0210","TEMP",0.0439125835511968,0.0153589743589743,-25.573360446571,112,111,113,107,3,3.41531784710741,1.34030725196637,0.331912326992318,0.180145474770318,-0.00299999999999982,0.05
"WQN0210","AL_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0210","MN_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0210","ZN_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0212","FE_TOT",-0.168888790056859,-4.15384615384615,9506.78645962733,107,112,106,103,3,14.0987288536514,-5.06982528430743,0.00277379996320071,3.98181058191134e-07,-5.69230769230769,-2.54668331417685
"WQN0212","SPCOND",0.305897131062306,1.559375,-2647.03938992042,99,100,100,98,3,0.536727913219764,8.98510477718692,0.910751452030435,2.5848789011915e-19,1.25,1.85185185185185
"WQN0212","TEMP",-0.000115231393388549,0,3.42239312865494,105,111,104,99,3,5.65349707417451,-0.0485531942947978,0.12974066512675,0.961275371480309,-0.0297884059041266,0.0230769230769231
"WQN0212","AL_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0212","MN_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0214","FE_TOT",0.0291587121353913,0.763403263403263,-1676.1772875817,0,108,106,0,1,6.13337471539154,0.651229513926188,0.0132653429305812,0.514898341054412,-1.48275862068966,3.21296168137801
"WQN0214","TEMP",0.0481565182062871,0.023,-29.2392249602543,0,105,98,0,1,0.070365878140956,1.01849723644423,0.790804805240556,0.308441713491892,-0.0206197957214655,0.0618931851957476
"WQN0214","SPCOND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0217","FE_TOT",-0.193923372119834,-2.38278388278388,5765.83333333333,106,100,103,100,3,12.6245675155957,-5.84791737611109,0.00552302063518373,4.97765674775767e-09,-3.23679004384556,-1.58561742327026
"WQN0217","SPCOND",0.280805224011725,2.18181818181818,-4866.475,99,94,98,95,3,0.139254076685205,8.13067550657993,0.986742555007762,4.26904721572273e-16,1.66666666666667,2.7
"WQN0217","TEMP",0.0599069020448454,0.01875,-33.2583333333333,103,100,102,99,3,1.69315121353084,1.75934680913228,0.638457509720919,0.0785186205416443,0,0.0466666666666667
"WQN0223","FE_TOT",-0.150423810007594,-3.04545454545455,7539.66666666667,115,114,118,108,3,12.2846463837895,-4.71984358523376,0.00646905087447747,2.36026063252769e-06,-4.32192595708446,-1.83333333333333
"WQN0223","SPCOND",0.245104999323986,1.76470588235294,-3637.55441176471,109,106,109,98,3,3.25061758795704,7.44666122013699,0.354575106601778,9.57320313857833e-14,1.33333333333333,2.2
"WQN0223","TEMP",0.0801262309584387,0.0363636363636364,-58.815467032967,113,114,115,104,3,0.355855487638029,2.47674709582212,0.949202857409987,0.0132585813509679,0.00499999999999998,0.0694754334614321
"WQN0224","FE_TOT",-0.247741075059132,-7.26491228070175,15008.8757448578,105,100,101,98,3,11.8684004023058,-7.41289304035637,0.00784783336284012,1.23573549124439e-13,-9.35192369464166,-5.28571428571429
"WQN0224","SPCOND",0.202049827938972,2.57142857142857,-4253.5,98,94,97,93,3,2.00984427512287,5.78640625544247,0.570366004559731,7.19081861548353e-09,1.68973577988981,3.36111111111111
"WQN0224","TEMP",-0.0645256265580272,-0.027859477124183,52.5864358974359,98,98,101,99,3,2.80889871573042,-1.91169671498855,0.422037124245327,0.0559151059322718,-0.05625,0
"WQN0224","AL_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0224","MN_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0224","ZN_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0228","FE_TOT",-0.109663780663781,-3.2,6283.66666666667,76,71,73,0,2,0.617899881409283,-2.37732570419999,0.734217523518196,0.017438682287169,-6.26139023260387,-0.499437056201795
"WQN0228","SPCOND",0.116877805216165,0.712081339712918,-1557.55548128342,70,66,68,0,2,0.0617768769816545,2.43587662773956,0.969583735267321,0.0148557503529925,0.157894736842105,1.26666666666667
"WQN0228","AL_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0228","MN_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0229","FE_TOT",-0.0887404793787772,-1.15384615384615,1316.07692307692,95,88,92,0,2,3.29306859594391,-2.17134074018244,0.192716651076529,0.0299054248518589,-2.24013673007747,-0.111111111111111
"WQN0229","SPCOND",0.219188954003612,0.788676236044657,-1089.23846153846,88,82,87,0,2,1.34569593236483,5.19631346418505,0.510253322304574,2.03279377165668e-07,0.5,1.1
"WQN0229","AL_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0229","MN_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0229","TEMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0229","ZN_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0243","FE_TOT",0.00853638548728003,0.125,-191.314903846154,84,81,83,80,3,4.29979749723375,0.248320344119791,0.230858262779098,0.803886559534785,-0.762910045628817,0.936207432035257
"WQN0243","SPCOND",0.291910797409431,1.26666666666667,-1715.42105263158,82,81,81,0,2,3.88130655685556,6.70899035335203,0.143610101745111,1.95975622222162e-11,0.897088336571901,1.60606060606061
"WQN0243","TEMP",-0.00445378492527616,0,67.799111111111,82,81,77,0,2,5.5568581894753,-0.0599602194188283,0.0621360405827212,0.952187317959954,-0.047123051600599,0.0474999999999999
"WQN0249","FE_TOT",-0.0768636802130001,-1.20710784313725,1974.19047619048,80,82,82,78,3,6.57452505585494,-1.97176362289377,0.0867693025766662,0.0486365968349969,-2.5,0
"WQN0249","SPCOND",0.143115239371726,0.8,-1600.13333333333,73,73,72,67,3,2.99765195659845,3.5226542037499,0.39198734006954,0.000427248412186358,0.366666666666667,1.22727272727273
"WQN0249","TEMP",-0.00762831827207517,0,55.7178869047619,82,83,81,78,3,4.57233450964637,-0.210107279864032,0.205928252906377,0.833583943787308,-0.0449601875011261,0.0307692307692308
"WQN0249","AL_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0249","MN_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0252","FE_TOT",-0.181110378662443,-8.06666666666667,15631.7207172343,99,94,97,90,3,7.22874549960321,-5.27052500313836,0.0649534483047051,1.36034092678155e-07,-10.9090909090909,-4.88943357030799
"WQN0252","SPCOND",0.295988688241414,4.66666666666667,-8676.87878787879,94,87,93,84,3,3.4511655106928,8.15545593253619,0.327151240351429,3.47865052553474e-16,3.61533951373484,5.8
"WQN0252","TEMP",0.0321682138483441,0.012,-13.9664545341512,90,92,94,89,3,0.00529921547680212,0.903243239164299,0.999897565593844,0.366396814016499,-0.0136161227586326,0.046434739942665
"WQN0252","AL_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0252","MN_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0252","ZN_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0256","FE_TOT",-0.209213550639047,-3.45454545454545,6665.93636363636,68,70,70,70,3,3.17847848990008,-5.08305900012006,0.364917406160975,3.71404271636573e-07,-4.99536587446204,-2.2
"WQN0256","SPCOND",0.582348053827349,2.8125,-5570.20666666667,69,70,73,70,3,3.51062852668133,14.3376429774027,0.319386250588224,1.27306148044147e-46,2.55926837390873,3.09267580164086
"WQN0301","SPCOND",-0.0262169653650384,-0.25,970.642857142857,103,0,0,100,1,1.73481760028501,-0.568582279091059,0.187796812992376,0.569639653655827,-1.13333333333333,0.630255799990523
"WQN0301","TEMP",0.054247405346053,0.0147368421052632,-40.3718965517242,107,110,0,104,2,3.91379916059905,1.44987118354353,0.14129581885245,0.147094444477209,0,0.0538461538461538
"WQN0305","FE_TOT",0.0384581879532304,1.21428571428571,-466.357142857143,110,108,104,110,3,9.50951212536419,1.20093921288036,0.023230382403417,0.229774781886422,-0.869541309273283,3.4
"WQN0305","SPCOND",-0.0422489540370604,-0.315789473684211,866.568958333333,105,102,99,102,3,0.485289168090381,-1.24323495837383,0.922111225128529,0.213781264059764,-0.866666666666667,0.235294117647059
"WQN0305","TEMP",0.0240502559650801,0.00400000000000006,-11.6334150326797,104,103,99,101,3,1.12493525045531,0.733199561662784,0.771058279331213,0.463436722667354,-0.0151745145043064,0.0339624544036656
"WQN0306","SPCOND",0.0826430766605258,0.461538461538462,-920.958333333333,91,89,84,84,3,6.97387033142028,2.34780467916458,0.0727352936233778,0.0188844212526214,0.0454545454545455,0.850206190047212
"WQN0306","TEMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0308","FE_TOT",-0.0917844373238019,-1.18465909090909,2730.30508658009,73,69,72,68,3,0.650171855325789,-2.27130488959947,0.884856595244809,0.0231285274441744,-2.24124781866036,-0.125384401093694
"WQN0308","SPCOND",0.345881048406881,1.36602870813397,-2560.8828125,66,61,68,0,2,0.58284806979951,7.0117756959168,0.74719877247675,2.35312248290664e-12,1,1.76923076923077
"WQN0308","AL_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0308","MN_TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0308","TEMP",0.0792533394881856,0.0226136363636363,-33.4125,0,0,70,67,1,2.03994539272511,1.32528116546505,0.153215146362175,0.185077913514653,0,0.0666666666666667
"WQN0309","FE_TOT",-0.240306661341144,-15.3130671506352,31175.0849860158,71,75,71,73,3,1.5971322653911,-6.00839963194748,0.660040234007646,1.87363547704973e-09,-20,-10.6049670075724
"WQN0309","SPCOND",0.0896669591368607,1.1,-2719.38221153846,72,74,71,71,3,12.9454316533947,2.24652089392882,0.00475611101633322,0.024670662763144,0.15,2.17453173011085
"WQN0309","TEMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQN0313","FE_TOT",-0.341678800420452,-10.9309523809524,23165.016,91,93,0,90,2,3.99325913674008,-8.29775362756794,0.135792191111728,1.06098418397558e-16,-13.5,-8.2
"WQN0313","SPCOND",-0.00104227730378159,0,1109.71527777778,92,93,0,89,2,1.2207585242663,-0.00787571963342521,0.543144835737636,0.993716149860698,-1.07760968629696,1.03769821643411
"WQN0313","TEMP",-0.0898871807080127,-0.0333333333333333,64.1046052631579,84,0,0,80,1,3.07613372400749,-1.64963744745987,0.0794491819278357,0.0990171110659685,-0.0893649561573298,0
"WQN0317","FE_TOT",-0.117986800688219,-1.04939024390244,2113.97011926368,102,104,102,99,3,1.63291183486182,-3.50602926713905,0.651950519020713,0.000454845203068184,-1.69230769230769,-0.428571428571429
"WQN0317","SPCOND",0.164582756031819,0.692307692307692,-1363.72851097704,100,103,103,98,3,3.59789588273994,4.90908035388725,0.308285541483098,9.15044821265702e-07,0.416666666666667,0.958333333333333
"WQN0317","TEMP",-0.0255573078706065,-0.000919117647058811,47.3992857142857,94,98,0,90,2,2.33788357682151,-0.576967625503297,0.310695548997241,0.563961325710746,-0.0454545454545455,0.0190353483560706
"WQN0318","FE_TOT",-0.0542204036266734,-0.481481481481481,1161.06233108108,72,72,75,74,3,2.14453663117005,-1.37455633187179,0.542955375284454,0.169269034665164,-1.27272727272727,0.19047619047619
"WQN0318","SPCOND",-0.0257271481810551,-0.0833333333333333,318.405494505495,68,66,71,67,3,12.6529635022358,-0.704062386636596,0.00545048534621495,0.481393922765627,-0.333333333333333,0.137931034482759
